CATEGORY,SUBCATEGORY,AGE,REGION,TIMEALLOWED,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,CORRECTANSWER,HINT,IMAGEURL,VIDEOURL,SOUNDURL,FILETYPE,questionMasterId ,status,creditBy,questionActiveStatus,questionState,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"Was hat dazu geführt, dass Schneewittchen in einen Dauerschlaf fiel?",Giftapfel,Gifterdbeere,Giftbeere,Giftbirne,A,(NULL),X5WKJ1619554885101.jpg,,,1,56325,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt der Boss von Thomas the Tank Engine?,The Fat Controller,Rail Boss,Signalmann Pete,Bahngleis Tom,A,(NULL),jzeuB1619555090081.jpg,,,1,56337,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Welchen Beruf hatte der Vater in "Hänsel und Gretel"?,Schuhmacher,Schmied,Jäger,Holzhacker,D,(NULL),KV0951619555483433.jpg,,,1,56397,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",Deutschland,30,Wie lautet Dorothys Nachname in "Der Zauberer von Oz"?,Jones,Jane,May,Gale,D,(NULL),S789k1619555743494.jpg,,,1,56433,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Was mag die Kinderfigur Paddington Bear auf seinem Brot?,Marmelade,Nutella,Speck,Erdbeerkonfitüre,A,(NULL),cptFK1619556381806.jpg,,,1,56497,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Was hilft in "Jack and The Beanstalk" der kranken Mutter?,Suppe,Milch,goldene Eier,Musik,D,(NULL),FBsTe1619556445529.jpg,,,1,56505,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",Deutschland,30,"Wie oft geht die böse Königin zum Zwergenhaus, um Schneewittchen zu töten?",Drei Mal,Zwei Mal,Ein Mal,Vier Mal,A,(NULL),xbbv01619556788305.jpg,,,1,56553,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heißt das kleine Mädchen in 'Big Friendly Giant'?,Sophie,Maria,Fran,Rubin,A,(NULL),M7MUm1619556940575.jpg,,,1,56609,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Welcher Schauspieler spielt Dr. Smolder Bravestone im Film "Jumanji" von 2017?,Dwayne Johnson,Kevin Hart,Jack Black,Karen Gillan,A,(NULL),FtfeS1619557372583.jpg,,,1,56645,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Was wird in "Schneewittchen und die sieben Zwerge" in den nahen Bergen abgebaut?,Gold,Silber,Kupfer,Kohle,A,(NULL),CiMUw1619557640362.jpg,,,1,56674,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Welches Lebewesen ist Captain Hooks Erzfeind in Peter Pan?,Ein Krokodil,Eine Schlange,Ein Bär,Ein Wolf,A,(NULL),j6IDo1619557922960.jpg,,,1,56678,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"Wie alt war Rapunzel, als die böse Zauberin sie im Turm einsperrte?",12 Jahre,8 Jahre,22 Jahre,16 Jahre,A,(NULL),jKdlg1619558014163.jpg,,,1,56686,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"Aus welchem ??Material machen die sieben Zwerge Schneewittchens Sarg, als sie stirbt?",Glas,Holz,Gold,Silber,A,(NULL),V9bwR1619558086636.jpg,,,1,56690,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,In welches Tier verwandelt sich der Spion Lance Sterling im Film "Spione Undercover" von 2019?,Taube,Katze,Hund,Hamster,A,(NULL),DypWe1619558292331.jpg,,,1,56702,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,"Wer sagt dem Kaiser in ""Des Kaisers neue Kleider"" am Ende, dass er nackt ist?",Ein kleines Kind,Ein betrunkener Mann,Der Pfarrer der Stadt,Sein bester Freund,A,(NULL),LC9LB1619558576745.jpg,,,1,56706,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Welche Vogelart ist das hässliche Entlein?,Ein Schwan,Eine Gans,Ein Strauß,Eine Ente,A,(NULL),htteC1619558737249.jpg,,,1,56722,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Aus welchem dieser Bücher stammt die Figur Ebenezer Scrooge?,Eine Weihnachtsgeschichte,David Copperfield,Bleak House,Oliver Twist,A,(NULL),GdIYC1619559012960.jpg,,,1,56734,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wem will Alice in "Alice hinter den Spiegeln" helfen indem sie in der Zeit zurückreist?,Dem verrückte Hutmacher,König Oléron,Tweedledee und Tweedledum,Humpty Dumpty,A,(NULL),DnqSy1619559353281.jpg,,,1,56738,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welcher dieser Autoren hat den Charakter "Ebenezer Scrooge" erschaffen?,Charles Dickens,Mark Twain,Roald Dahl,J. R. R. Tolkien,A,(NULL),4Epxg1619559532199.jpg,,,1,56766,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie groß ist die Hauptfigur in Hans Christian Andersens Buch "Däumelinchen"?,1 Zoll,2 Zoll,3 Zoll,4 Zoll,A,(NULL),3RnzS1619559957844.jpg,,,1,56770,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wer ist keiner der sieben Zwergen?,Seppel,Chef,Dummkopf,Schlafmütz,C,(NULL),E1rxT1619560074370.jpg,,,1,56774,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Warum verlässt Cinderella den Ball?,Es war Mitternacht,Sie war müde,Ihr Taxi wartete,Sie war auf den Prinzen wütend,A,(NULL),s7eYr1619560383267.jpg,,,1,56782,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wer ist Elliot in dem Film "Petes Drache"?,Ein Drache,Ein Bösewicht,Petes Vater,Petes Bruder,A,(NULL),g3pmf1619560822328.jpg,,,1,56786,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt der Tiger im Dschungelbuch?,Grauer Bruder,Nala,Shere Kahn,Bandar-Log,C,(NULL),7RxUw1619561029035.jpg,,,1,56790,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,"Wie heißt die Hauptfigur in Philip Pullmans Buch ""Der Goldene Kompass"", die in der Arktis ihren Freund sucht?",Lyra,Layla,Lucy,Lola,A,(NULL),QC00558.jpg,,,1,56807,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt Tintins Hund in den "Abenteuern von Tintin"?,Snuffles,Snowy,Scout,Spencer,B,(NULL),8PZno1619563394984.jpg,,,1,56816,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"Heidi' ist die Geschichte eines Waisenmädchens, das in die Berge zieht. In welchem ??Land spielt sie?",Österreich,Dänemark,Schweiz,Deutschland,C,(NULL),5wjzA1619563574230.jpg,,,1,56940,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,In welcher Stadt landet der Pfirsich in Roald Dahls "James und der Riesenpfirsich" am Ende des Buches?,Sydney,New York,London,Paris,B,(NULL),rX7zt1619603761398.jpg,,,1,56965,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt der Tagebuch-schreibende Junge rechts im Bild?,Chirag Gupta,Manny Heffley,Rowley Jefferson,Greg Heffley,D,(NULL),CulJa1619604892737.jpg,,,1,56973,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Was fehlt im Buch von Dr. Seuss im Titel – "Grünes Ei & _____________' ?,Hähnchen,Spam,Speck,Schinken,C,(NULL),UyPoY1619607145562.jpg,,,1,56977,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Wie heißt der temperamentvolle Teenager in "Black Beauty"?,Peter Green,Joe Green,Tim Green,Michael Green,B,(NULL),QC00535.jpg,,,1,56982,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"Wie heißt die Hauptfigur, die in Frances Hodgson Burnetts Buch den geheimen Garten entdecken will?",Millie Smith,Margaret Howarth,Mary Lennox,Mary Shelley,C,(NULL),QC00533.jpg,(NULL),(NULL),1,56991,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Welcher Film ist auf dem Bild zu sehen?,Der geheime Garten,Die Spiderwick-Chroniken,Phantastische Tierwesen,Brücke nach Terabithia,A,(NULL),UOYc31619607736666.jpg,,,1,56999,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Welches dieser berühmten Bären isst am liebsten Honig?,Winnie Puuh,Paddington Bär,Yogi Bär,Fozzie Bär,A,(NULL),QC00531.jpg,,,1,57003,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,In welche Richtung fährt der Zug in 'Der Polarexpress'?,Süden,Osten,Norden,Westen,C,(NULL),OMFvK1619608323629.jpg,,,1,57012,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,In diesem Animationsfilm begibt sich ein kleiner Junge auf ein magisches Abenteuer zum Nordpol. Wie heißt der Film?,Der Polarexpress,Der Weihnachtszug,Der Weihnachtsmann,Die Nordpolreise,A,(NULL),OTlTq1619608832439.jpg,,,1,57020,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heisst das dritte Buch der 'Harry Potter'-Reihe von JK Rowling?,Harry Potter - Kammer des Schreckens,Harry Potter - Stein der Weisen,Harry Potter und der Gefangene von Askaban,Harry Potter - Orden des Phönix,C,(NULL),QC00516.jpg,,,1,57028,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wer ist dieser Hobbit aus JRR Tolkiens Buch "Der Hobbit"?,Bungo Beutlin,Bilbo Beutlin,Gandalf,Gollum,B,(NULL),vcW6Z1619612155650.jpg,,,1,57040,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Was steckt Herr Zwick in dem berühmten Buch 'Die Zwicks stehen Kopf' von Roald Dahl in Frau Zwicks Spaghetti?,Maden,Haare,Würmer,Finger,C,(NULL),QC00514.jpg,,,1,57044,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,"Wie heißt diese Geschichte über zwölf kleine Mädchen, die in Paris eine katholische Schule besuchen?",Reisepass nach Paris,Harriet die Spionin,Madeline,Die berühmten Fünf,C,(NULL),42Yin1619612639894.jpg,,,1,57050,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heißt Matildas Lehrerin in Roald Dahls "Matilda"?,Fräulein Honig,Fräulein Knüppelbulle,Fräulein Zucker,Fräulein Lovely,A,(NULL),R6gKY1619612867473.jpg,,,1,57058,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",Deutschland,30,Woher kommt Paddington Bär?,Peru,Quebec,Argentinien,Brasilien,A,(NULL),6Cn1G1619613702779.jpg,,,1,57067,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt die Giraffe in Madagaskar?,Alex,Melman,Marty,Gloria,B,(NULL),59zLZ1619615424159.jpg,,,1,57079,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wohin fliegen Carl Fredricksen und Russell in 'Oben'?,Asien,Südamerika,Europa,Antarktis,B,(NULL),SCxhz1619616041002.jpg,,,1,57087,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heißt der mit Prinzessin Jasmine und Aladdin befreundete Affe im Filmklassiker "Aladdin"?,Aloo,Booboo,Babu,Abu,D,(NULL),ClVRv1619616850794.jpg,,,1,57091,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"Was überlässt Ariel im Filmklassiker ""Die kleine Meerjungfrau"" Ursula, um Beine zu bekommen?",Ihr Lächeln,Ihren Geschmack,Ihre Stimme,Ihre Ohren,C,(NULL),8PsAh1619617169960.jpg,,,1,57099,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"In welchem ??der Shrek-Filme fangen Shrek und Fiona Feen in Gläsern, um bunte Lichter für ihr Schlammbad zu bekommen?",Shrek 3,Shrek 2,Shrek,Shrek 4,B,(NULL),9h5dp1619617423070.jpg,,,1,57103,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Welche Beziehung hat Prinz Charming in den 'Shrek'-Filmen zur guten Fee?,Er ist ihr Bruder,Sie sind nicht verwandt,Er ist ihr Sohn,Er ist ihr Neffe,C,(NULL),rlMXT1619617608996.jpg,,,1,57111,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",Deutschland,30,In welchem ??dieser Filme ist der Lebkuchenmann eine der Figuren?,Aschenputtel,Rapunzel - Neu verföhnt,Ratatouille,Shrek,D,(NULL),QC00282.jpg,,,1,57115,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"Wie heißt die Stadt in 'Shrek 2', aus der Prinzessin Fiona stammt?",Fantasiestadt,Glücklich bis ans Lebensende,Weit weit weg,Nimmerland,C,(NULL),QC00287.jpg,,,1,57127,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißen Cinderellas zwei beste Mäusefreunde in dem gleichnamigen Disney-Film?,Jax und Gustuv,Jack und Gav,Jake und George,Jaq und Gus,D,(NULL),llNvD1619622755350.jpg,,,1,57171,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",Deutschland,30,In welchem ??Disney-Film sieht man eine Rose unter Glas als Symbol für die Hoffnung auf die wahre Liebe?,Aschenputtel,Dornröschen,Schneewittchen,Die Schöne und das Biest,D,(NULL),QC00347.jpg,,,1,57175,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,"Wie heißt im ersten 'Scooby-Doo'-Film der Horror-Vergnügungspark, den Fred, Daphne, Velma, Shaggy und Scooby-Doo besuchen?",Scary Fair,Spooky Island,Nightmare Resort,Ghoul Valley,B,(NULL),Y5mI61619623092002.jpg,,,1,57191,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"Wie heißt die fiktive Stadt, in der die 'Cars'-Filme spielen?",Bridge Tyre Creek,Radiator Springs,Hubcap Mountain,Santa Petroleum,B,(NULL),GuKN41619624129506.jpg,,,1,57219,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie lautet der Superheldenname der Mutter Helen in den 'Die Unglaublichen'-Filmen?,Bandy Bullet,Rubber Lady,Elastigirl,Springster,C,(NULL),3BhWq1619624736825.jpg,,,1,57259,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,JUNIOR",Deutschland,30,Was ist das berühmte Zitat aus dem Film 'ET'?,"""Oben in einer Galaxie, weit weg""","""ET, vermisse Zuhause""","""ET nach Hause telefonieren""","""ET, finde Mutterschiff""",C,(NULL),qJ5GV1619625642441.jpg,,,1,57287,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heißt der braune Truck von Lightning McQueens bestem Freund im Film "Cars"?,Mater,Moover,Martin,Motis,A,(NULL),06zDg1619626203142.jpg,,,1,57297,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt dieser Zwerg aus dem Film 'Schneewittchen'?,Pimpel,Hatschi,Seppel,Brummbär,A,(NULL),QC00338.jpg,,,1,57317,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,JUNIOR",Deutschland,30,Wie viele Wünsche erfüllt der Dschinn Aladdin im berühmten Disney-Film "Aladdin"?,3,4,Unbegrenzt,5,A,(NULL),4kfvE1619626835116.jpg,,,1,57329,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heißt der Hund im Film 'Annie'?,Lady,Champion,Rover,Sandy,D,(NULL),dp3aV1619626922340.jpg,,,1,57337,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",Deutschland,30,"Wie heißt der Elf, der im gleichnamigen Weihnachtsfilm beschliesst, seine Familie in New York zu finden?",Brad,Noel,Buddy,David,C,(NULL),LX0A11619627445982.jpg,,,1,57361,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"TEEN,JUNIOR,ADULT",Deutschland,30,Warum hat Captain Hook aus 'Peter Pan' einen Haken als Hand?,Er hat sie sich aus Versehen abgeschnitten,Die Meerjungfrauen haben die Hand gestohlen,Das Krokodil hat die Hand gefressen,Peter Pan hat die Hand abgeschnitten,D,(NULL),lipeD1619627194374.jpg,,,1,57373,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Was ist der berühmte Satz von Buzz Lightyear in den 'Toy Story'-Filmen?,"""Dies ist ein neuer Tag, ein neuer Anfang!""","""Keine Mission ist zu klein!""","""Kommandant der Sterne!""","""Bis zur Unendlichkeit und noch viel weiter!""",D,(NULL),EHhw81619627740290.jpg,,,1,57389,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heißt der Dinosaurier in den 'Toy Story'-Filmen?,Dino,Steggy,T-Man,Rex,D,(NULL),e2MZ61619627880993.jpg,,,1,57393,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",Deutschland,30,Im Disney-Film "Die Schöne und das Biest" ist eine der Figuren ein sprechender Kerzenständer. Wie heißt er?,Lucas,Lumière,Lucian,Luna,B,(NULL),pykk21619628061151.jpg,,,1,57409,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",Deutschland,30,Welcher der sieben Zwerge von Schneewittchen hat KEINEN Bart?,Brummbär,Chef,Happy,Seppel,D,(NULL),BhQsO1619628105930.jpg,,,1,57421,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heisst die Hexe mit grüner Haut im Filmklassiker "Der Zauberer von Oz"?,Die böse Hexe des Ostens,Die böse Hexe des Nordens,Die böse Hexe des Westens,Die gruselige Hexe des Südens,C,(NULL),yhyrG1619628216127.jpg,,,1,57445,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heißt die Prinzessin aus dem Disney-Film "Dornröschen"?,Aurora,Arielle,Anastasia,Adele,A,(NULL),QC00322.jpg,,,1,57449,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,ADULT,TEEN",Deutschland,30,Wo spielt der Disney-Film "Mulan"?,Südkorea,Japan,Indonesien,China,D,(NULL),QbYhw1619628460902.jpg,,,1,57457,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt die Schule für Hexen und Zauberer in den 'Harry Potter'-Filmen?,Dubledore College,Hogwarts,Warthogs,Rogswath,B,(NULL),wGnBI1619628705194.jpg,,,1,57473,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heißt der schwarze Drache im Film "Drachenzähmen leicht gemacht"?,Mitternacht,Ohnezahn,Arthur,Flappy,B,(NULL),2LjJk1619628896151.jpg,,,1,57477,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt die Prinzessin im Disney-Film "Die Schöne und das Biest"?,Belle,Belinda,Elle,Annabelle,A,(NULL),jUfTL1619629090970.jpg,,,1,57485,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie viele Dalmatinerbabys haben in diesem Disney-Filmklassiker Pongo und Perdita?,101,1001,100,11,A,(NULL),9rF7U1619629409017.jpg,,,1,57489,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"Wie lautet der Vorname der Figur aus dem Film 'Die Unglaublichen', die einen kurzen schwarzen Haarschnitt hat und deren Nachname 'Mode' ist?",Edith,Edna,Esther,Elena,B,(NULL),A2FO71619629575454.jpg,,,1,57493,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Welcher Charakter hat Narnia im Film "Der König von Narnia" zu ewigem Winter verzaubert?,Die Weiße Hexe,Der Winterzauberer,Der Schneewolf,Die Eisfee,A,(NULL),IZzZl1619629989372.jpg,,,1,57501,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt der Hase im Film "Zootopia"?,Chelsea Hase,Abbie Klopfer,Judy Hopps,Lizzie Hopscotch,C,(NULL),o8ixj1619630550374.jpg,,,1,57509,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt die witzige Grille im Disney-Klassiker Pinocchio?,Jammy Cricket,Jiminy Cricket,JimJam Cricket,Jimmy Cricket,B,(NULL),H4xuU1619630702480.jpg,,,1,57513,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt der Rotfuchs im Film "Zootopia"?,Finnick Rust,Nick Wilde,Ash Jones,Tom Scout,B,(NULL),7vhIR1619630964003.jpg,,,1,57517,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt der Cartoon-Hirsch in einem berühmten Disney-Film?,Klopfer,Bambi,Blume,Fawny,B,(NULL),ZnzMb1619630969179.jpg,,,1,57521,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Nemos Zuhause ist vom The Great Barrier Reef inspiriert. Wo befindet sich dieses Korallenriff?,Neuseeland,Hawaii,Mauritius,Australien,D,(NULL),VBPFh1619631175808.jpg,,,1,57525,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Welcher Disney-Film beginnt mit einem Sonnenaufgang über einer Wüste?,Pocahontas,Der König der Löwen,Tarzan,Das Dschungelbuch,B,(NULL),MroHm1619631333754.jpg,,,1,57533,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Welche Figur fällt im Disney-Filmklassiker  "Alice im Wunderland" in einen Kaninchenbau?,Die Raupe,Alice,Der verrückte Hutmacher,Das weiße Kaninchen,B,(NULL),9LSXK1619631548050.jpg,,,1,57549,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wer lässt die Rosen im Disney-Film "Alice im Wunderland" rot streichen?,Der verrückte Hutmacher,Die Herzkönigin,Die Grinsekatze,Die Türmaus,B,(NULL),Q5Zf81619631605468.jpg,,,1,57557,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Auf welchem ??Märchen basiert dieser Disney-Film?,Goldlöckchen und die drei Bären,Rapunzel,Rumpelstilzchen,Dornröschen,B,(NULL),u5iSY1619631981177.jpg,,,1,57561,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,"Wie heißt das Mädchen, das im Film mit Peter Pan ins Nimmerland reist?",Wendy,Sarah,Willow,Mary,A,(NULL),BS12V1619632116799.jpg,,,1,57569,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,TEEN,Deutschland,30,Welchen berühmten Charakter zeigt dieser Schatten?,Ron Weasley,Flynn Ryder,Peter Pan,Robin Hood,C,(NULL),QC00297.jpg,,,1,57573,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heißt diese Figur mit langen roten Haaren aus dem Film 'Legenden der Highlands'?,Aila,Merida,Nessia,Malmurien,B,(NULL),IhDRp1619632446757.jpg,,,1,57577,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,In welchem ??Land spielt der Disney-Film "Merida - Legenden der Highlands"?,Schottland,Irland,Island,Finnland,A,(NULL),NIJv91619632531877.jpg,,,1,57589,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Auf welchem ??Kontinent spielt der Film 'Tarzan'?,Afrika,Australien,Südamerika,Asien,A,(NULL),Crqts1619632954557.jpg,,,1,57593,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt die Prinzessin aus dem Disney-Film "Küss den Frosch"?,Tallulah,Titania,Tiana,Theodora,C,(NULL),oYfxL1619633240467.jpg,,,1,57597,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Wie heißt dieser kleine blaue Charakter?,Bluey,Stich,Aqua,Lilo,B,(NULL),vDswD1619633383162.jpg,,,1,57601,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN,ADULT",Deutschland,30,"Wie heißt in ""Die Aristocats"" die rotbraune Straßenkatze, die sich mit Duchess und ihren Kätzchen anfreundet?",Tommy O'Meowie,Tommy O'Feline,Thomas O'Malley,Tom-Tom O'Leary,C,(NULL),vWTTr1619633519986.jpg,,,1,57605,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heißt das Königreich von Anna und Elsa in Frozen?,Arendelle,Bellvia,Icetopia,Snowdonia,A,(NULL),LcLYO1619633781169.jpg,,,1,57617,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie heißt dieser berühmte Panda aus dem Film 'Kung-Fu Panda'?,Meister Po Ping,Meister Bo Ping,Meister Fo Fung,Meister Poo Pong,A,(NULL),8cpfr1619633977708.jpg,,,1,57625,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,60,Im Pixar-Film "Alles steht Kopf" verkörpern die Charaktere die Emotionen eines Mädchens namens Riley. Welche der Emotionen ist positiv?,Ekel,Furcht,Wut,Freude,D,(NULL),OFbtu1619634401233.jpg,,,1,57633,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,JUNIOR,Deutschland,30,Welche dieser Prinzessinnen wird von einem feuerspeienden Drachen in einem Turm bewacht?,Dornröschen,Elsa,Schneewittchen,Prinzessin Fiona,D,(NULL),QC00285.jpg,,,1,57923,0,,1,1,,,,
"TV, FILM AND BOOKS",NONE,"JUNIOR,TEEN",Deutschland,30,Wie viele Finger hat ein Minion an jeder Hand?,2,3,4,5,B,(NULL),InWpF1619684160989.jpg,,,1,57927,0,,1,1,,,,
